unique_sale_id,date_id,item_code,quantity_sold,sale_unit_price,sale_unit_cost,total_line_amount,total_line_benefit,line_profit_margin
2024-12-23-200384,2024-12-23,200384,1,67.5,18.01,67.5,49.49,0.733185185185
2025-07-24-200384,2025-07-24,200384,1,67.5,18.01,67.5,49.49,0.733185185185
2025-10-02-200384,2025-10-02,200384,1,67.5,18.01,67.5,49.49,0.733185185185
2025-01-20-200384,2025-01-20,200384,1,67.5,18.01,67.5,49.49,0.733185185185
2025-02-06-200384,2025-02-06,200384,1,67.5,18.01,67.5,49.49,0.733185185185
2024-08-05-200384,2024-08-05,200384,1,67.5,18.01,67.5,49.49,0.733185185185
2025-05-15-200384,2025-05-15,200384,1,67.5,18.01,67.5,49.49,0.733185185185
2025-07-17-200384,2025-07-17,200384,1,67.5,18.01,67.5,49.49,0.733185185185
2024-11-25-200384,2024-11-25,200384,1,67.5,18.01,67.5,49.49,0.733185185185
2025-08-07-200384,2025-08-07,200384,1,67.5,18.01,67.5,49.49,0.733185185185
2024-08-22-200384,2024-08-22,200384,2,67.5,18.01,135,98.98,0.733185185185
2024-09-26-200384,2024-09-26,200384,2,67.5,18.01,135,98.98,0.733185185185
2025-03-13-200384,2025-03-13,200384,2,67.5,18.01,135,98.98,0.733185185185
2024-08-16-200384,2024-08-16,200384,2,67.5,18.01,135,98.98,0.733185185185
2024-12-16-200384,2024-12-16,200384,2,67.5,18.01,135,98.98,0.733185185185
2025-02-17-200384,2025-02-17,200384,2,67.5,18.01,135,98.98,0.733185185185
2024-10-28-200384,2024-10-28,200384,2,67.5,18.01,135,98.98,0.733185185185
2025-03-31-200384,2025-03-31,200384,2,67.5,18.01,135,98.98,0.733185185185
2025-09-22-200384,2025-09-22,200384,2,67.5,18.01,135,98.98,0.733185185185
2025-01-23-200384,2025-01-23,200384,2,67.5,18.01,135,98.98,0.733185185185
2024-09-16-200384,2024-09-16,200384,2,67.5,18.01,135,98.98,0.733185185185
2025-01-06-200384,2025-01-06,200384,2,67.5,18.01,135,98.98,0.733185185185
2024-08-15-200384,2024-08-15,200384,2,67.5,18.01,135,98.98,0.733185185185
2024-08-19-200384,2024-08-19,200384,2,67.5,18.01,135,98.98,0.733185185185
2024-08-26-200384,2024-08-26,200384,2,67.5,18.01,135,98.98,0.733185185185
2024-10-14-200384,2024-10-14,200384,2,67.5,18.01,135,98.98,0.733185185185
2025-03-24-200384,2025-03-24,200384,2,67.5,18.01,135,98.98,0.733185185185
2024-09-05-200384,2024-09-05,200384,3,67.5,18.01,202.5,148.47,0.733185185185
2025-02-24-200384,2025-02-24,200384,3,67.5,18.01,202.5,148.47,0.733185185185
2024-10-03-200384,2024-10-03,200384,3,67.5,18.01,202.5,148.47,0.733185185185
2024-11-11-200384,2024-11-11,200384,3,67.5,18.01,202.5,148.47,0.733185185185
2025-03-27-200384,2025-03-27,200384,3,67.5,18.01,202.5,148.47,0.733185185185
2025-05-01-200384,2025-05-01,200384,3,67.5,18.01,202.5,148.47,0.733185185185
2024-09-02-200384,2024-09-02,200384,4,67.5,18.01,270,197.96,0.733185185185
2025-04-10-200384,2025-04-10,200384,4,67.5,18.01,270,197.96,0.733185185185
2025-03-17-200384,2025-03-17,200384,4,67.5,18.01,270,197.96,0.733185185185
2025-04-21-200384,2025-04-21,200384,4,67.5,18.01,270,197.96,0.733185185185
2025-04-03-200384,2025-04-03,200384,4,67.5,18.01,270,197.96,0.733185185185
2024-08-08-200384,2024-08-08,200384,4,67.5,18.01,270,197.96,0.733185185185
2024-09-23-200384,2024-09-23,200384,4,67.5,18.01,270,197.96,0.733185185185
2024-11-18-200384,2024-11-18,200384,4,67.5,18.01,270,197.96,0.733185185185
2024-12-30-200384,2024-12-30,200384,4,67.5,18.01,270,197.96,0.733185185185
2024-10-07-200384,2024-10-07,200384,4,67.5,18.01,270,197.96,0.733185185185
2024-09-09-200384,2024-09-09,200384,4,67.5,18.01,270,197.96,0.733185185185
2025-01-30-200384,2025-01-30,200384,4,67.5,18.01,270,197.96,0.733185185185
2025-04-07-200384,2025-04-07,200384,4,67.5,18.01,270,197.96,0.733185185185
2024-10-24-200384,2024-10-24,200384,5,67.5,18.01,337.5,247.45,0.733185185185
2024-11-14-200384,2024-11-14,200384,5,67.5,18.01,337.5,247.45,0.733185185185
2024-08-29-200384,2024-08-29,200384,5,67.5,18.01,337.5,247.45,0.733185185185
2024-12-02-200384,2024-12-02,200384,6,67.5,18.01,405,296.94,0.733185185185
2024-10-31-200384,2024-10-31,200384,6,67.5,18.01,405,296.94,0.733185185185
2024-09-12-200384,2024-09-12,200384,6,67.5,18.01,405,296.94,0.733185185185
2024-11-07-200384,2024-11-07,200384,6,67.5,18.01,405,296.94,0.733185185185
2024-12-19-200384,2024-12-19,200384,6,67.5,18.01,405,296.94,0.733185185185
2024-12-12-200384,2024-12-12,200384,6,67.5,18.01,405,296.94,0.733185185185
2025-05-12-200384,2025-05-12,200384,7,67.5,18.01,472.5,346.43,0.733185185185
2025-02-27-200384,2025-02-27,200384,8,67.5,18.01,540,395.92,0.733185185185
2025-04-24-200384,2025-04-24,200384,8,67.5,18.01,540,395.92,0.733185185185
2024-11-04-200384,2024-11-04,200384,9,67.5,18.01,607.5,445.41,0.733185185185
2024-09-19-200384,2024-09-19,200384,9,67.5,18.01,607.5,445.41,0.733185185185
2025-01-13-200384,2025-01-13,200384,9,67.5,18.01,607.5,445.41,0.733185185185
2024-08-10-101029,2024-08-10,101029,1,30,8,30,22,0.733333333333
2025-10-06-200053,2025-10-06,200053,1,49.5,13.17,49.5,36.33,0.733939393939
2025-09-22-200053,2025-09-22,200053,1,49.5,13.17,49.5,36.33,0.733939393939
2025-02-10-200053,2025-02-10,200053,1,49.5,13.17,49.5,36.33,0.733939393939
2025-01-05-200053,2025-01-05,200053,2,49.5,13.17,99,72.66,0.733939393939
2025-06-26-200053,2025-06-26,200053,2,49.5,13.17,99,72.66,0.733939393939
2025-01-06-200445,2025-01-06,200445,1,48.75,12.95,48.75,35.8,0.734358974359
2024-11-04-200445,2024-11-04,200445,1,48.75,12.95,48.75,35.8,0.734358974359
2024-11-18-200445,2024-11-18,200445,1,48.75,12.95,48.75,35.8,0.734358974359
2024-08-12-200445,2024-08-12,200445,1,48.75,12.95,48.75,35.8,0.734358974359
2024-09-23-200445,2024-09-23,200445,1,48.75,12.95,48.75,35.8,0.734358974359
2024-10-24-200445,2024-10-24,200445,1,48.75,12.95,48.75,35.8,0.734358974359
2024-11-25-200445,2024-11-25,200445,1,48.75,12.95,48.75,35.8,0.734358974359
2025-01-16-200445,2025-01-16,200445,1,48.75,12.95,48.75,35.8,0.734358974359
2024-11-21-200445,2024-11-21,200445,1,48.75,12.95,48.75,35.8,0.734358974359
2024-12-23-200445,2024-12-23,200445,1,48.75,12.95,48.75,35.8,0.734358974359
2024-08-19-200445,2024-08-19,200445,1,48.75,12.95,48.75,35.8,0.734358974359
2025-01-27-200445,2025-01-27,200445,1,48.75,12.95,48.75,35.8,0.734358974359
2024-10-31-200445,2024-10-31,200445,1,48.75,12.95,48.75,35.8,0.734358974359
2024-08-26-200445,2024-08-26,200445,1,48.75,12.95,48.75,35.8,0.734358974359
2024-10-21-200445,2024-10-21,200445,1,48.75,12.95,48.75,35.8,0.734358974359
2024-10-28-200445,2024-10-28,200445,1,48.75,12.95,48.75,35.8,0.734358974359
2024-09-19-200445,2024-09-19,200445,1,48.75,12.95,48.75,35.8,0.734358974359
2024-12-16-200445,2024-12-16,200445,2,48.75,12.95,97.5,71.6,0.734358974359
2024-11-28-200445,2024-11-28,200445,2,48.75,12.95,97.5,71.6,0.734358974359
2024-10-14-200445,2024-10-14,200445,2,48.75,12.95,97.5,71.6,0.734358974359
2024-12-26-200445,2024-12-26,200445,2,48.75,12.95,97.5,71.6,0.734358974359
2024-11-11-200445,2024-11-11,200445,2,48.75,12.95,97.5,71.6,0.734358974359
2024-12-09-200445,2024-12-09,200445,2,48.75,12.95,97.5,71.6,0.734358974359
2024-11-14-200445,2024-11-14,200445,2,48.75,12.95,97.5,71.6,0.734358974359
2024-08-05-200445,2024-08-05,200445,3,48.75,12.95,146.25,107.4,0.734358974359
2024-12-02-200445,2024-12-02,200445,4,48.75,12.95,195,143.2,0.734358974359
2024-09-16-200445,2024-09-16,200445,5,48.75,12.95,243.75,179,0.734358974359
2025-03-07-200170,2025-03-07,200170,1,42,11.13,42,30.87,0.735
2024-12-03-200454,2024-12-03,200454,1,50,13.25,50,36.75,0.735
2025-01-21-200454,2025-01-21,200454,1,50,13.25,50,36.75,0.735
2025-04-04-200454,2025-04-04,200454,1,50,13.25,50,36.75,0.735
2025-01-23-200454,2025-01-23,200454,1,50,13.25,50,36.75,0.735
2024-11-11-200454,2024-11-11,200454,1,50,13.25,50,36.75,0.735
2025-04-05-200454,2025-04-05,200454,1,50,13.25,50,36.75,0.735
2024-11-28-200454,2024-11-28,200454,1,50,13.25,50,36.75,0.735
2024-09-18-200454,2024-09-18,200454,1,50,13.25,50,36.75,0.735
2025-02-17-200454,2025-02-17,200454,1,50,13.25,50,36.75,0.735
2025-03-10-200454,2025-03-10,200454,1,50,13.25,50,36.75,0.735
2025-01-02-200454,2025-01-02,200454,1,50,13.25,50,36.75,0.735
2024-12-31-200454,2024-12-31,200454,1,50,13.25,50,36.75,0.735
2025-01-01-200454,2025-01-01,200454,1,50,13.25,50,36.75,0.735
2024-10-08-200454,2024-10-08,200454,1,50,13.25,50,36.75,0.735
2025-01-05-200454,2025-01-05,200454,1,50,13.25,50,36.75,0.735
2025-02-21-200454,2025-02-21,200454,1,50,13.25,50,36.75,0.735
2025-01-06-200454,2025-01-06,200454,1,50,13.25,50,36.75,0.735
2025-03-03-200454,2025-03-03,200454,1,50,13.25,50,36.75,0.735
2024-10-04-200454,2024-10-04,200454,1,50,13.25,50,36.75,0.735
2025-01-03-200454,2025-01-03,200454,1,50,13.25,50,36.75,0.735
2025-04-08-200454,2025-04-08,200454,1,50,13.25,50,36.75,0.735
2024-12-02-200454,2024-12-02,200454,1,50,13.25,50,36.75,0.735
2025-03-07-200454,2025-03-07,200454,1,50,13.25,50,36.75,0.735
2025-01-17-200454,2025-01-17,200454,1,50,13.25,50,36.75,0.735
2025-01-26-200454,2025-01-26,200454,1,50,13.25,50,36.75,0.735
2024-12-21-200454,2024-12-21,200454,1,50,13.25,50,36.75,0.735
2025-03-02-200454,2025-03-02,200454,1,50,13.25,50,36.75,0.735
2025-01-13-200454,2025-01-13,200454,1,50,13.25,50,36.75,0.735
2025-01-19-200454,2025-01-19,200454,1,50,13.25,50,36.75,0.735
2024-09-09-200454,2024-09-09,200454,1,50,13.25,50,36.75,0.735
2024-12-06-200454,2024-12-06,200454,1,50,13.25,50,36.75,0.735
2025-01-15-200454,2025-01-15,200454,1,50,13.25,50,36.75,0.735
2025-03-16-200454,2025-03-16,200454,1,50,13.25,50,36.75,0.735
2025-04-12-200454,2025-04-12,200454,1,50,13.25,50,36.75,0.735
2024-12-11-200454,2024-12-11,200454,2,50,13.25,100,73.5,0.735
2024-09-24-200454,2024-09-24,200454,2,50,13.25,100,73.5,0.735
2024-12-28-200454,2024-12-28,200454,2,50,13.25,100,73.5,0.735
2025-04-07-200454,2025-04-07,200454,2,50,13.25,100,73.5,0.735
2025-02-25-200454,2025-02-25,200454,3,50,13.25,150,110.25,0.735
2025-01-12-200454,2025-01-12,200454,3,50,13.25,150,110.25,0.735
2024-12-29-200454,2024-12-29,200454,4,50,13.25,200,147,0.735
2025-01-25-200454,2025-01-25,200454,4,50,13.25,200,147,0.735
2024-12-27-200454,2024-12-27,200454,8,50,13.25,400,294,0.735
2024-10-23-200518,2024-10-23,200518,1,542,143.52,542,398.48,0.73520295203
2025-04-01-200351,2025-04-01,200351,2,85,22.47,170,125.06,0.735647058824
2025-02-02-200354,2025-02-02,200354,1,85,22.33,85,62.67,0.737294117647
2024-08-21-200354,2024-08-21,200354,1,85,22.33,85,62.67,0.737294117647
2024-10-15-200354,2024-10-15,200354,1,85,22.33,85,62.67,0.737294117647
2024-10-09-200354,2024-10-09,200354,4,85,22.33,340,250.68,0.737294117647
2024-10-11-7502259892267,2024-10-11,7502259892267,1,105,27.57,105,77.43,0.737428571429
2024-10-06-7502259892267,2024-10-06,7502259892267,1,105,27.57,105,77.43,0.737428571429
2024-12-04-200665,2024-12-04,200665,1,187,49.07,187,137.93,0.737593582888
2024-11-17-200665,2024-11-17,200665,1,187,49.07,187,137.93,0.737593582888
2024-09-28-200665,2024-09-28,200665,1,187,49.07,187,137.93,0.737593582888
2024-12-28-200665,2024-12-28,200665,1,187,49.07,187,137.93,0.737593582888
2024-09-01-200665,2024-09-01,200665,1,187,49.07,187,137.93,0.737593582888
2024-08-16-200665,2024-08-16,200665,1,187,49.07,187,137.93,0.737593582888
2024-11-16-200665,2024-11-16,200665,1,187,49.07,187,137.93,0.737593582888
2024-09-18-200665,2024-09-18,200665,1,187,49.07,187,137.93,0.737593582888
2024-12-07-200665,2024-12-07,200665,1,187,49.07,187,137.93,0.737593582888
2024-12-08-200665,2024-12-08,200665,1,187,49.07,187,137.93,0.737593582888
2024-12-11-200665,2024-12-11,200665,1,187,49.07,187,137.93,0.737593582888
2024-09-21-200665,2024-09-21,200665,1,187,49.07,187,137.93,0.737593582888
2025-01-14-200665,2025-01-14,200665,1,187,49.07,187,137.93,0.737593582888
2024-10-30-200665,2024-10-30,200665,1,187,49.07,187,137.93,0.737593582888
2024-11-03-200665,2024-11-03,200665,1,187,49.07,187,137.93,0.737593582888
2024-12-01-200665,2024-12-01,200665,1,187,49.07,187,137.93,0.737593582888
2024-10-20-200665,2024-10-20,200665,1,187,49.07,187,137.93,0.737593582888
2024-11-13-200665,2024-11-13,200665,1,187,49.07,187,137.93,0.737593582888
2024-11-15-200665,2024-11-15,200665,1,187,49.07,187,137.93,0.737593582888
2024-10-22-200665,2024-10-22,200665,2,187,49.07,374,275.86,0.737593582888
2024-08-13-200665,2024-08-13,200665,2,187,49.07,374,275.86,0.737593582888
2024-12-27-200665,2024-12-27,200665,2,187,49.07,374,275.86,0.737593582888
2024-09-17-200665,2024-09-17,200665,2,187,49.07,374,275.86,0.737593582888
2024-11-22-200665,2024-11-22,200665,2,187,49.07,374,275.86,0.737593582888
2024-09-13-200665,2024-09-13,200665,3,187,49.07,561,413.79,0.737593582888
2024-10-22-200093,2024-10-22,200093,1,129,33.75,129,95.25,0.738372093023
2024-11-27-200093,2024-11-27,200093,1,129,33.75,129,95.25,0.738372093023
2024-10-04-200093,2024-10-04,200093,1,129,33.75,129,95.25,0.738372093023
2024-12-15-200093,2024-12-15,200093,1,129,33.75,129,95.25,0.738372093023
2025-03-26-200093,2025-03-26,200093,1,129,33.75,129,95.25,0.738372093023
2024-12-27-200093,2024-12-27,200093,1,129,33.75,129,95.25,0.738372093023
2025-04-02-200093,2025-04-02,200093,1,129,33.75,129,95.25,0.738372093023
2024-09-06-200093,2024-09-06,200093,1,129,33.75,129,95.25,0.738372093023
2024-10-09-200093,2024-10-09,200093,1,129,33.75,129,95.25,0.738372093023
2024-11-15-200093,2024-11-15,200093,1,129,33.75,129,95.25,0.738372093023
2024-10-23-200093,2024-10-23,200093,1,129,33.75,129,95.25,0.738372093023
2025-02-07-200093,2025-02-07,200093,1,129,33.75,129,95.25,0.738372093023
2024-08-11-200093,2024-08-11,200093,1,129,33.75,129,95.25,0.738372093023
2025-02-09-200093,2025-02-09,200093,1,129,33.75,129,95.25,0.738372093023
2025-08-08-200093,2025-08-08,200093,1,129,33.75,129,95.25,0.738372093023
2025-01-14-200093,2025-01-14,200093,1,129,33.75,129,95.25,0.738372093023
2025-02-15-200093,2025-02-15,200093,2,129,33.75,258,190.5,0.738372093023
2025-09-06-200093,2025-09-06,200093,2,129,33.75,258,190.5,0.738372093023
2025-04-06-200093,2025-04-06,200093,2,129,33.75,258,190.5,0.738372093023
2024-10-29-500019,2024-10-29,500019,1,43,11.23,43,31.77,0.738837209302
2024-11-10-500019,2024-11-10,500019,1,43,11.23,43,31.77,0.738837209302
2024-11-19-500019,2024-11-19,500019,1,43,11.23,43,31.77,0.738837209302
2024-12-01-500019,2024-12-01,500019,1,43,11.23,43,31.77,0.738837209302
2024-10-25-500019,2024-10-25,500019,1,43,11.23,43,31.77,0.738837209302
2024-12-24-500019,2024-12-24,500019,1,43,11.23,43,31.77,0.738837209302
2024-10-10-500019,2024-10-10,500019,1,43,11.23,43,31.77,0.738837209302
2024-11-03-500019,2024-11-03,500019,1,43,11.23,43,31.77,0.738837209302
2024-12-07-500019,2024-12-07,500019,1,43,11.23,43,31.77,0.738837209302
2025-01-17-500019,2025-01-17,500019,1,43,11.23,43,31.77,0.738837209302
2024-09-22-500019,2024-09-22,500019,1,43,11.23,43,31.77,0.738837209302
2024-09-21-500019,2024-09-21,500019,1,43,11.23,43,31.77,0.738837209302
2024-08-16-500019,2024-08-16,500019,1,43,11.23,43,31.77,0.738837209302
2024-08-04-500019,2024-08-04,500019,1,43,11.23,43,31.77,0.738837209302
2024-08-28-500019,2024-08-28,500019,1,43,11.23,43,31.77,0.738837209302
2024-09-28-500019,2024-09-28,500019,1,43,11.23,43,31.77,0.738837209302
2025-01-18-500019,2025-01-18,500019,1,43,11.23,43,31.77,0.738837209302
2024-11-02-500019,2024-11-02,500019,1,43,11.23,43,31.77,0.738837209302
2024-09-09-500019,2024-09-09,500019,1,43,11.23,43,31.77,0.738837209302
2025-01-08-500019,2025-01-08,500019,1,43,11.23,43,31.77,0.738837209302
2024-12-10-500019,2024-12-10,500019,2,43,11.23,86,63.54,0.738837209302
2024-11-22-500019,2024-11-22,500019,2,43,11.23,86,63.54,0.738837209302
2024-11-15-500019,2024-11-15,500019,2,43,11.23,86,63.54,0.738837209302
2025-01-14-500019,2025-01-14,500019,2,43,11.23,86,63.54,0.738837209302
2024-09-06-500019,2024-09-06,500019,3,43,11.23,129,95.31,0.738837209302
2024-10-15-500019,2024-10-15,500019,5,43,11.23,215,158.85,0.738837209302
2025-10-08-200586,2025-10-08,200586,1,210,54.58,210,155.42,0.740095238095
2024-08-21-200586,2024-08-21,200586,1,210,54.58,210,155.42,0.740095238095
2024-10-01-200586,2024-10-01,200586,1,210,54.58,210,155.42,0.740095238095
2025-02-01-200586,2025-02-01,200586,1,210,54.58,210,155.42,0.740095238095
2025-07-25-200586,2025-07-25,200586,1,210,54.58,210,155.42,0.740095238095
2024-08-25-200586,2024-08-25,200586,1,210,54.58,210,155.42,0.740095238095
2025-02-07-200586,2025-02-07,200586,1,210,54.58,210,155.42,0.740095238095
2024-08-28-200586,2024-08-28,200586,2,210,54.58,420,310.84,0.740095238095
2025-01-31-200586,2025-01-31,200586,2,210,54.58,420,310.84,0.740095238095
2025-03-12-200586,2025-03-12,200586,3,210,54.58,630,466.26,0.740095238095
2025-03-30-200586,2025-03-30,200586,3,210,54.58,630,466.26,0.740095238095
2025-10-01-200038,2025-10-01,200038,1,264,68.25,264,195.75,0.741477272727
2025-04-04-200038,2025-04-04,200038,1,264,68.25,264,195.75,0.741477272727
2025-03-14-200038,2025-03-14,200038,3,264,68.25,792,587.25,0.741477272727
2025-08-18-700066,2025-08-18,700066,1,63,16.19,63,46.81,0.743015873016
2025-03-04-700066,2025-03-04,700066,1,63,16.19,63,46.81,0.743015873016
2025-08-07-700066,2025-08-07,700066,1,63,16.19,63,46.81,0.743015873016
2025-03-13-700066,2025-03-13,700066,1,63,16.19,63,46.81,0.743015873016
2025-07-05-700066,2025-07-05,700066,1,63,16.19,63,46.81,0.743015873016
2025-02-27-700066,2025-02-27,700066,1,63,16.19,63,46.81,0.743015873016
2025-03-15-700066,2025-03-15,700066,1,63,16.19,63,46.81,0.743015873016
2025-04-12-700066,2025-04-12,700066,1,63,16.19,63,46.81,0.743015873016
2025-02-07-700066,2025-02-07,700066,1,63,16.19,63,46.81,0.743015873016
2025-07-09-700066,2025-07-09,700066,1,63,16.19,63,46.81,0.743015873016
2025-04-14-700066,2025-04-14,700066,1,63,16.19,63,46.81,0.743015873016
2025-04-04-700066,2025-04-04,700066,1,63,16.19,63,46.81,0.743015873016
2025-09-03-700066,2025-09-03,700066,1,63,16.19,63,46.81,0.743015873016
2025-04-16-700066,2025-04-16,700066,1,63,16.19,63,46.81,0.743015873016
2025-10-06-700066,2025-10-06,700066,1,63,16.19,63,46.81,0.743015873016
2025-09-06-700066,2025-09-06,700066,1,63,16.19,63,46.81,0.743015873016
2025-02-13-700066,2025-02-13,700066,1,63,16.19,63,46.81,0.743015873016
2025-05-11-700066,2025-05-11,700066,1,63,16.19,63,46.81,0.743015873016
2025-08-28-700066,2025-08-28,700066,1,63,16.19,63,46.81,0.743015873016
2025-09-26-700066,2025-09-26,700066,1,63,16.19,63,46.81,0.743015873016
2025-03-12-700066,2025-03-12,700066,1,63,16.19,63,46.81,0.743015873016
2025-05-26-700066,2025-05-26,700066,1,63,16.19,63,46.81,0.743015873016
2025-03-26-700066,2025-03-26,700066,1,63,16.19,63,46.81,0.743015873016
2025-04-29-700066,2025-04-29,700066,1,63,16.19,63,46.81,0.743015873016
2025-05-02-700066,2025-05-02,700066,1,63,16.19,63,46.81,0.743015873016
2025-05-31-700066,2025-05-31,700066,1,63,16.19,63,46.81,0.743015873016
2025-02-17-700066,2025-02-17,700066,1,63,16.19,63,46.81,0.743015873016
2025-09-08-700066,2025-09-08,700066,1,63,16.19,63,46.81,0.743015873016
2025-02-09-700066,2025-02-09,700066,1,63,16.19,63,46.81,0.743015873016
2025-05-01-700066,2025-05-01,700066,1,63,16.19,63,46.81,0.743015873016
2025-06-04-700066,2025-06-04,700066,1,63,16.19,63,46.81,0.743015873016
2025-04-07-700066,2025-04-07,700066,1,63,16.19,63,46.81,0.743015873016
2025-05-23-700066,2025-05-23,700066,1,63,16.19,63,46.81,0.743015873016
2025-08-12-700066,2025-08-12,700066,1,63,16.19,63,46.81,0.743015873016
2025-02-14-700066,2025-02-14,700066,1,63,16.19,63,46.81,0.743015873016
2025-08-23-700066,2025-08-23,700066,1,63,16.19,63,46.81,0.743015873016
2025-08-02-700066,2025-08-02,700066,1,63,16.19,63,46.81,0.743015873016
2025-08-13-700066,2025-08-13,700066,1,63,16.19,63,46.81,0.743015873016
2025-04-26-700066,2025-04-26,700066,1,63,16.19,63,46.81,0.743015873016
2025-04-08-700066,2025-04-08,700066,1,63,16.19,63,46.81,0.743015873016
2025-04-11-700066,2025-04-11,700066,1,63,16.19,63,46.81,0.743015873016
2025-06-28-700066,2025-06-28,700066,1,63,16.19,63,46.81,0.743015873016
2025-07-29-700066,2025-07-29,700066,1,63,16.19,63,46.81,0.743015873016
2025-09-19-700066,2025-09-19,700066,1,63,16.19,63,46.81,0.743015873016
2025-02-28-700066,2025-02-28,700066,1,63,16.19,63,46.81,0.743015873016
2025-04-01-700066,2025-04-01,700066,1,63,16.19,63,46.81,0.743015873016
2025-07-01-700066,2025-07-01,700066,2,63,16.19,126,93.62,0.743015873016
2025-09-25-700066,2025-09-25,700066,2,63,16.19,126,93.62,0.743015873016
2025-03-23-700066,2025-03-23,700066,2,63,16.19,126,93.62,0.743015873016
2025-05-15-700066,2025-05-15,700066,2,63,16.19,126,93.62,0.743015873016
2025-04-17-700066,2025-04-17,700066,2,63,16.19,126,93.62,0.743015873016
2025-03-03-700066,2025-03-03,700066,2,63,16.19,126,93.62,0.743015873016
2025-05-13-700066,2025-05-13,700066,2,63,16.19,126,93.62,0.743015873016
2025-02-04-700066,2025-02-04,700066,3,63,16.19,189,140.43,0.743015873016
2025-02-04-200151,2025-02-04,200151,1,25,6.41,25,18.59,0.7436
2025-08-09-200151,2025-08-09,200151,1,25,6.41,25,18.59,0.7436
2025-08-07-200151,2025-08-07,200151,1,25,6.41,25,18.59,0.7436
2024-08-29-200151,2024-08-29,200151,1,25,6.41,25,18.59,0.7436
2025-09-12-200151,2025-09-12,200151,1,25,6.41,25,18.59,0.7436
2024-12-25-200151,2024-12-25,200151,1,25,6.41,25,18.59,0.7436
2025-03-30-200151,2025-03-30,200151,1,25,6.41,25,18.59,0.7436
2025-04-06-200151,2025-04-06,200151,1,25,6.41,25,18.59,0.7436
2024-09-27-200151,2024-09-27,200151,1,25,6.41,25,18.59,0.7436
2025-03-06-200151,2025-03-06,200151,1,25,6.41,25,18.59,0.7436
2025-03-26-200151,2025-03-26,200151,1,25,6.41,25,18.59,0.7436
2024-08-05-200151,2024-08-05,200151,1,25,6.41,25,18.59,0.7436
2025-01-18-200151,2025-01-18,200151,1,25,6.41,25,18.59,0.7436
2025-08-26-200151,2025-08-26,200151,1,25,6.41,25,18.59,0.7436
2025-01-08-200151,2025-01-08,200151,1,25,6.41,25,18.59,0.7436
2025-02-05-200151,2025-02-05,200151,1,25,6.41,25,18.59,0.7436
2025-03-16-200151,2025-03-16,200151,1,25,6.41,25,18.59,0.7436
2024-11-06-200151,2024-11-06,200151,1,25,6.41,25,18.59,0.7436
2024-12-24-200151,2024-12-24,200151,1,25,6.41,25,18.59,0.7436
2025-04-12-200151,2025-04-12,200151,1,25,6.41,25,18.59,0.7436
2025-04-29-200151,2025-04-29,200151,1,25,6.41,25,18.59,0.7436
2024-10-22-200151,2024-10-22,200151,1,25,6.41,25,18.59,0.7436
2024-11-17-200151,2024-11-17,200151,1,25,6.41,25,18.59,0.7436
2025-07-18-200151,2025-07-18,200151,1,25,6.41,25,18.59,0.7436
2025-02-09-200151,2025-02-09,200151,1,25,6.41,25,18.59,0.7436
2025-10-06-200151,2025-10-06,200151,1,25,6.41,25,18.59,0.7436
2025-09-18-200151,2025-09-18,200151,1,25,6.41,25,18.59,0.7436
2025-06-29-200151,2025-06-29,200151,1,25,6.41,25,18.59,0.7436
2025-05-15-200151,2025-05-15,200151,1,25,6.41,25,18.59,0.7436
2024-08-30-200151,2024-08-30,200151,1,25,6.41,25,18.59,0.7436
2025-09-30-200151,2025-09-30,200151,1,25,6.41,25,18.59,0.7436
2024-09-19-200151,2024-09-19,200151,1,25,6.41,25,18.59,0.7436
2025-04-04-200151,2025-04-04,200151,2,25,6.41,50,37.18,0.7436
2025-05-05-200151,2025-05-05,200151,2,25,6.41,50,37.18,0.7436
2024-09-03-200151,2024-09-03,200151,2,25,6.41,50,37.18,0.7436
2024-10-08-200151,2024-10-08,200151,2,25,6.41,50,37.18,0.7436
2025-02-14-200151,2025-02-14,200151,2,25,6.41,50,37.18,0.7436
2024-09-18-200151,2024-09-18,200151,2,25,6.41,50,37.18,0.7436
2025-03-24-200151,2025-03-24,200151,2,25,6.41,50,37.18,0.7436
2024-12-07-200151,2024-12-07,200151,2,25,6.41,50,37.18,0.7436
2024-09-16-200151,2024-09-16,200151,2,25,6.41,50,37.18,0.7436
2025-04-19-200151,2025-04-19,200151,2,25,6.41,50,37.18,0.7436
2024-10-10-200151,2024-10-10,200151,2,25,6.41,50,37.18,0.7436
2024-11-14-200151,2024-11-14,200151,2,25,6.41,50,37.18,0.7436
2025-10-07-200151,2025-10-07,200151,2,25,6.41,50,37.18,0.7436
2024-11-09-200151,2024-11-09,200151,2,25,6.41,50,37.18,0.7436
2024-11-23-200151,2024-11-23,200151,2,25,6.41,50,37.18,0.7436
2024-08-06-200151,2024-08-06,200151,2,25,6.41,50,37.18,0.7436
2025-05-06-200151,2025-05-06,200151,2,25,6.41,50,37.18,0.7436
2025-01-09-200151,2025-01-09,200151,2,25,6.41,50,37.18,0.7436
2024-09-17-200151,2024-09-17,200151,2,25,6.41,50,37.18,0.7436
2025-02-23-200151,2025-02-23,200151,2,25,6.41,50,37.18,0.7436
2024-09-30-200151,2024-09-30,200151,2,25,6.41,50,37.18,0.7436
2024-12-03-200151,2024-12-03,200151,2,25,6.41,50,37.18,0.7436
